Text	Date
Mme Sylvie Goy-Chavent interroge Mme la ministre de l'écologie, du développement durable et de l'énergie sur les permis de recherches de mines d'hydrocarbures liquides ou gazeux. Le ministère de l'écologie, du développement durable et de l'énergie a, récemment, pris la décision de ne pas renouveler le permis de recherches de mines d'hydrocarbures liquides ou gazeux, dit permis « des Moussières». Le périmètre de ce permis couvre les départements de l'Ain, des deux Savoie et du Jura. Dans ces quatre départements, comme dans beaucoup d'autres départements français, les aquifères de type karstique représentent la principale ressource en eau potable. Selon la communauté scientifique, la vulnérabilité aux pollutions de ces aquifères karstiques est particulièrement élevée. Aux États-Unis notamment, plusieurs accidents de forage ont entraîné l'infiltration immédiate et irréversible des polluants dans les réserves naturelles d'eau potable, avec une hausse spectaculaire des affections cancéreuses. Sous l'effet des migrations de fluides générées lors de la recherches et de l'exploitation des hydrocarbures, les fractures géologiques constituent des drains qui permettent aux polluants de contaminer les réserves souterraines d'eau potable. D'autres types de fuites sont possibles par déficience de la protection du forage. Si le défaut de protection est situé dans la partie superficielle du forage, cela entraîne une pollution immédiate du réseau. En d'autres termes, l'exploration et l'exploitation des réserves d'hydrocarbures dans les zones karstiques françaises provoqueraient de véritables catastrophes en termes d'approvisionnement en eau potable et de santé publique. Sans parler des effets à long terme sur la faune et sur la flore. Selon plusieurs experts de l'administration américaine, la déstabilisation des couches profondes du sous-sol peut également entraîner des microséismes. Certains projets de forage concernent le secteur de la centrale nucléaire du Bugey. L'inquiétude demeure donc dans le département de l'Ain et dans de nombreux autres départements français. C'est pourquoi, elle lui demande s'il est possible d'interdire tous les projets de forage d'hydrocarbures en milieu karstique et à proximité des ouvrages sensibles, ceci sur l'ensemble du territoire national.	26.03.2015
M. Ladislas Poniatowski.Monsieur le président, monsieur le secrétaire d'État, mes chers collègues, les présentes questions cribles thématiques interviennent alors même que, au niveau européen, est en cours de discussion une importante proposition de directive sur l'efficacité énergétique. Je me réjouis d'autant plus que nous ayons ce débat qu'il fait suite à la résolution européenne adoptée, le 15 novembre dernier, par le Sénat, et dont j'ai eu l'honneur d'être rapporteur. Je ne peux pas revenir sur tous les enjeux de cette directive, en particulier sur l'obligation de rénovation de 3 % du parc immobilier, qui risque d'entraîner une charge très importante pour les États et les collectivités territoriales, alors même que celles-ci ont toutes déjà beaucoup investi, notamment les communes pour les écoles, les départements pour les collèges et les régions pour les lycées. Aussi vous interrogerai-je uniquement, monsieur le secrétaire d'État, sur la question particulière de la cogénération. La directive veut contraindre les centrales électriques de plus de 20 mégawatts à s'équiper en unités de cogénération. Or la chaleur produite par la cogénération ne se transporte pas sur de longues distances : les centrales devraient donc être situées à proximité des centres urbains. Cette disposition est sans doute appropriée dans les pays de l'est ou du nord de l'Europe notamment, qui ont des besoins de chaleur importants et, surtout, qui ont déjà des réseaux de distribution de chaleur assez complets. Mais elle l'est beaucoup moins dans le sud de l'Europe, particulièrement en France, où cette chaleur ne serait utilisée que quelques mois par an. La cogénération est surtout intéressante dans le sens inverse : lorsqu'une installation industrielle produit de la chaleur qui n'est pas entièrement utilisée, il est pertinent d'installer une turbine pour produire un peu d'électricité qui pourra être facilement transportée. Enfin, puisque ces questions cribles ont tout particulièrement trait au secteur du logement, je tiens à saluer ici l'extension, au travers de la loi de finances de 2012, du crédit d'impôt développement durable, le CIDD, aux installations de microcogénération qui fonctionnent à l'échelle d'un bâtiment. S'agissant de la directive européenne, je sais, monsieur le secrétaire d'État, que le Gouvernement a exprimé le même point de vue que le Sénat. Aussi, en l'état des négociations avec vos partenaires européens, avez-vous bon espoir d'obtenir que les dispositions relatives à la cogénération soient modifiées de telle sorte que soit prise en compte la situation de chaque pays, à l'instar de ce qui a été fait, par exemple, en matière d'obligation de production d'électricité à partir des énergies renouvelables ?	01.02.2012
M. Jean-Luc Fichet appelle l'attention de Mme la ministre de la transition écologique sur les arbitrages réalisés par le Gouvernement en matière de réglementation environnementale 2020 relative aux constructions neuves. Les arbitrages rendus prévoient la fin du chauffage au gaz pour ces constructions neuves. Il lui rappelle qu'à Morlaix, l'entreprise Sermeta, un des leaders mondiaux des pièces de chauffage, dispose d'un projet de développement structuré autour de la transition écologique. À la clé, un investissement massif sur le territoire morlaisien durement touché par la crise économique avec la situation de Hop! Air France et de la Brittany Ferries. Cet investissement porteur d'espoir en matière d'emploi et d'activité économique à Morlaix est stoppé net par cet arbitrage. Il lui demande si elle compte modifier ses arbitrages pour permettre le développement économique du pays de Morlaix et en même temps favoriser la recherche et le développement sur le territoire en matière de transition énergétique.	14.01.2021
M. le président.La parole est à Mme Catherine Dumas.(Applaudissements sur les travées de l'UMP.) Mme Catherine Dumas.Ma question s'adresse à M. le ministre chargé de l'industrie, de l'énergie et de l'économie numérique. Monsieur le ministre, je voudrais revenir sur le pouvoir d'achat des Français. Pourquoi ? Tout simplement parce que la valorisation de leur pouvoir d'achat a toujours été et reste une préoccupation prioritaire du Président de la République (Rires et exclamations sur les travées du groupe socialiste et du groupe CRC-SPG.),… M. Guy Fischer.Mensonges ! M. Jean-Louis Carrère.Fouquet's ! Mme Nicole Borvo Cohen-Seat.Nous ne sommes pas à un meeting politique ! M. René-Pierre Signé.On voit les résultats ! Mme Nicole Borvo Cohen-Seat.Gardez cela pour vos électeurs ! Mme Catherine Dumas.… et le Premier ministre l'a rappelé lui-même dans cet hémicycle voilà quelques instants. Face à cette flambée des prix de l'énergie, vous avez annoncé dans un communiqué des mesures pour « limiter l'impact du prix de l'énergie sur le pouvoir d'achat ». Il a notamment été fait part de l'annulation de la hausse du prix du gaz initialement attendue au 1er juillet. Par ailleurs, les ministères reverront la formule tarifaire appliquée au prix du gaz. Le Gouvernement envisage en outre de revoir le contrat de service public qui lie GDF-Suez à l'État afin de le rendre « plus favorable au consommateur final lorsque les prix du marché sont durablement inférieurs au prix des contrats à long terme ». M. David Assouline.La question ! Mme Catherine Dumas.Enfin, une autre mesure attendue prévoit que les compagnies pétrolières soient désormais mises à contribution pour financer la facture pétrolière. M. David Assouline.Cette proposition est dans notre programme ! M. Jean-Claude Gaudin.Et alors ? Mme Catherine Dumas.Par ailleurs, dans la lignée de la revalorisation du pouvoir d'achat, mais dans un autre domaine, le Gouvernement a annoncé cette semaine la mise en place, dans les grandes surfaces, d'un panier « référence » comprenant une sélection de produits alimentaires de qualité à prix attractifs. Mme Nicole Borvo Cohen-Seat.C'est la réponse du Gouvernement, ça ! M. Guy Fischer.C'est de l'affichage ! Mme Catherine Dumas.Cette mesure intéresse les Français ! Monsieur le ministre, pourriez-vous nous décliner l'ensemble des mesures envisagées pour protéger le pouvoir d'achat des Français,… M. Jean-Louis Carrère.Pour protéger la gastronomie française ! Mme Catherine Dumas.… nous indiquer dans quels délais et comment elles seront appliquées, ainsi que l'impact que nous pouvons en attendre dans un futur proche ?(Applaudissements sur les travées de l'UMP. – M. Yves Pozzo di Borgo applaudit également.) M. Jean-Claude Gaudin.Très bien !	08.04.2011
M. Bernard Cazeau.Ma question s'adresse à Mme la ministre de l'économie, de l'industrie et de l'emploi. La crise est là ! La France est prise dans le piège du pétrole cher, comme l'ont dit tout à l'heure nos collègues. Les manifestations succèdent aux « opérations escargots », barrages filtrants, etc. La fonte du pouvoir d'achat est la cause première de l'inquiétude grandissante des Français, avec une inflation à son plus haut niveau depuis deux décennies. Les rouages de l'économie, à leur tour, se grippent, car la hausse des coûts de production exerce un effet dépressif sur l'activité, et la grogne monte dans les secteurs du transport, de l'agriculture, des travaux publics, des pêcheurs, etc. Les Français se tournent aujourd'hui vers les pouvoirs publics, dont ils attendent des réponses. Pour le moment, ils ont eu droit à beaucoup de déclarations, mais à peu de solutions. Le Président de la République nous a annoncé une TVA plafonnée ; il a aussitôt été désavoué par les ministres des finances de nos partenaires européens. Qu'en est-il ? Le Gouvernement a également annoncé, au bénéfice des entreprises, des clauses de répercussion directe des coûts sur les consommateurs. Est-ce possible ? La requalification fiscale des profits pétroliers est-elle une piste que vous envisagez ? Alors que le leader français du secteur ristourne 1 % de ses bénéfices en direction des consommateurs aux bas revenus, les actionnaires seront-ils les seuls à engranger les dividendes des superprofits ? N'oublions pas que, par-delà l'urgence, il y a le long terme et l'épuisement tendanciel des ressources qui s'annonce. Le choc pétrolier dont nous vivons aujourd'hui les prémices exige des mesures politiques ambitieuses, préparant la cure de désintoxication pétrolière. On ne rayera pas un siècle de dépendance d'un trait de plume. Sur ce terrain, votre action se résume encore aujourd'hui, il faut bien le dire, aux intentions. On nous parle de la multiplication des lignes à grande vitesse, mais dans ma région on reporte sine die les projets structurants. M. Alain Gournac.La question ! M. Bernard Cazeau.On nous parle de développement du fret ferroviaire, mais dans mon département on ferme les gares de fret à un rythme inédit. M. Robert Hue.Absolument ! M. Bernard Cazeau.On nous parle de transports urbains en sites propres, mais dans mon agglomération on demande aux collectivités de les payer. On nous parle de 20 % d'énergie renouvelable dans dix ans, mais on se garde bien d'annoncer les moyens pour y parvenir. Monsieur le ministre, la France attend une action réelle, car, dans peu de mois, ce sera l'hiver et dans nombre de familles on devra choisir entre se chauffer, se soigner ou se nourrir correctement ; et cela, ce n'est pas de l'idéologie !(Applaudissements sur les travées du groupe socialiste et du groupe CRC.)	13.06.2008
M. Jean-Noël Guérini souhaite appeler l'attention de M. le ministre délégué à l'industrie sur le développement du petit éolien en dehors des zones de développement de l'éolien (ZDE). En effet, alors qu'il s'agit pour la France d'atteindre l'objectif de production intérieure d'électricité d'origine renouvelable fixé à 21 % de la consommation intérieure d'électricité totale à l'horizon 2010 et d'inciter les ménages à l'utilisation des énergies renouvelables, tout semble fait à l'heure actuelle pour dissuader les ménages de s'équiper d'une petite éolienne, dont l'efficacité énergétique ainsi que les avantages en termes de consommation de l'espace ou de pollution sonore sont pourtant avérés. D'une part, la loi ne prévoit d'obligation d'achat de l'électricité éolienne que pour les zones de développement de l'éolien (ZDE), « taillées » pour le grand éolien. La circulaire du 19 juin 2006 portant instructions détaillées relatives aux zones de développement de l'éolien terrestre se borne à recommander aux préfets, en note de bas de page, de ne pas fixer le seuil minimal trop bas afin de ne pas éliminer le petit éolien. Il en ressort que, dans la période transitoire prévue jusqu'au 14 juillet 2007, le petit éolien bénéficie encore de l'obligation d'achat, mais qu'à compter de cette date cela ne sera plus le cas, sauf dans les ZDE qui auront pris la précaution de demander un seuil minimal très faible, L'état actuel du droit ne donne donc qu'à une minorité de Français le droit de posséder une éolienne, contrariant ainsi la demande sociale en la matière, ainsi que les mesures fiscales incitatives à destination des ménages s'équipant en petit éolien. D'autre part, circonscrire le petit éolien aux ZDE risque d'asphyxier la filière de production, au regard des lourdeurs administratives et financières qu'imposent les procédures liées aux ZDE, et de la disproportion constatée entre leur capacité de production (quelques kW) et celle des grandes éoliennes (quelques MW) qui ne milite pas, tout comme la faiblesse de densité de la population sur ces zones, pour le choix des petites éoliennes. Pourtant, les petites éoliennes sont source de centaines d'emplois locaux de type PME, tandis que l'installation d'éoliennes classiques nécessite, pour l'heure, des importations importantes (deux millions d'euros pour une éolienne de deux MW) et, le plus souvent, le recours à des entreprises extérieures. Aussi lui demande-t-il de bien vouloir lui faire connaître les dispositions envisagées afin de promouvoir efficacement le petit éolien en France hors des zones de développement de l'éolien, de donner ainsi le choix aux populations de leur source énergétique renouvelable, et, aux entreprises concernées, une chance de maintien ou de développement.	02.11.2006
Mme Annie David.Ma question s'adresse à M. le ministre de l'économie, de l'industrie et du numérique. Monsieur le ministre, le réseau hydroélectrique français, le deuxième d'Europe, qui est totalement amorti, représente environ 12 % de la production électrique nationale. Cette énergie est la seule disponible à tout moment, elle assure la continuité sur le réseau et permet le développement des autres énergies renouvelables qui, elles, connaissent de fortes intermittences de production. Les barrages sont également au cœur de la sûreté du parc nucléaire français, en fournissant l'eau nécessaire au refroidissement des centrales et en prévenant le risque d'inondations de ces sites. Or, le 22 octobre dernier, la Commission européenne a adressé un courrier au Gouvernement qui souligne, entre autres choses, une inégalité des chances entre les opérateurs économiques dans l'accès aux ressources hydroélectriques, permettant à EDF de maintenir ou de renforcer sa position dominante en France, c'est-à-dire le risque d'un retard dans l'ouverture à la concurrence ! EDF, qui est une entreprise publique détenue à plus de 80 % par l'État, se trouve en position dominante – nous le savons toutes et tous – et cette situation convient parfaitement au groupe communiste républicain et citoyen ! Néanmoins, la Commission européenne va plus loin : elle préjuge des abus futurs et, surtout, remet en cause le bien-fondé de la législation de notre pays qui a permis la mise en concession de 296 barrages qui ne sont pourtant pas concernés par l'ouverture à la concurrence. Monsieur le ministre, vous avez non seulement accepté cette mise en concurrence dans la loi relative à la transition énergétique pour la croissance verte – alors que les autres pays européens ont exclu les barrages de la directive sur les concessions –, mais il semble également qu'EDF soit désormais exclue des prochains appels d'offres. Ainsi, vous avez signé la fin d'une maîtrise publique primordiale, la fin de la péréquation et des tarifs régulés, la renonciation – à la veille de la COP 21 – à un outil fondamental du mix énergétique et du développement des énergies renouvelables ! M. Alain Fouché.C'est regrettable ! Mme Annie David.Monsieur le ministre, comment expliquez-vous que la France soit le seul pays européen à ouvrir ses barrages hydrauliques à la concurrence et à renoncer ainsi à la maîtrise publique de cet outil ? Pouvez-vous prendre l'engagement devant nous que nos barrages, qui sont – je vous le rappelle – la propriété de la nation, ne seront pas privatisés ?(Applaudissements sur les travées du groupe CRC. – M. Alain Fouché applaudit également.)	13.11.2015
M. Hervé Maurey attire l'attention de Mme la ministre de la cohésion des territoires et des relations avec les collectivités territoriales sur les conséquences financières de l'augmentation du prix de l'énergie pour les collectivités locales. Les collectivités locales ont des besoins énergétiques importants pour assurer leurs missions, notamment l'éclairage et le chauffage des bâtiments communaux, des écoles, le fonctionnement des véhicules communaux ou encore l'éclairage public. Selon l'agence de l'environnement et de la maîtrise de l'énergie (ADEME), en 2017, la consommation énergétique des collectivités locales était estimée à 39,7 TWh, pour une dépense de 3,9 milliards d'euros, soit une dépense moyenne de 57 euros et une consommation de 584 kWh par habitant. La forte hausse du prix de l'électricité, du gaz et des carburants observée depuis 2021 grève fortement le budget des collectivités locales – plusieurs dizaines de milliers d'euros pour des communes de quelques centaines d'habitants – qui se voient contraintes d'abandonner des projets pour faire face à ces dépenses supplémentaires. Les dispositions prises par le Gouvernement concernent principalement les particuliers. Certaines associations d'élus demandent la mise en place d'une « dotation énergie » en faveur des communes. Aussi, il souhaite savoir si le Gouvernement compte compenser les conséquences financières de la hausse des prix de l'énergie pour les communes.	27.01.2022
M. François Patriat attire l'attention de Mme la ministre de l'écologie, du développement durable et de l'énergie sur l'inquiétude qui résulte de la paralysie de la filière éolienne.La situation est extrêmement préoccupante. La puissance installée sur le territoire a chuté de plus de 30 % entre 2010 et 2011 et continue de chuter en 2012. Cette filière est une filière essentielle pour la diversification énergétique et la réindustrialisation de nos territoires. Elle devrait représenter 60 000 emplois en 2020 dont 5 000 en Bourgogne. Cette filière a besoin d'un cadre réglementaire et financier stable. Aujourd'hui, en raison d'une question de procédure relative à l'arrêté tarifaire applicable au secteur de l'éolien, force est de constater que les investissements et les financements dans ce secteur sont en suspens. Cette situation est dramatique pour les acteurs de la filière éolienne. Un certain nombre d'entreprises sont en grande fragilité. Un recours préjudiciel sur les questions soulevées a été porté par le Conseil d'État devant la Cour de Justice de l'Union européenne le 15 mai dernier. Les délais requis pour qu'une réponse soit apportée sont incompatibles avec la survie de ces entreprises. Attendre sans mettre en place des mesures transitoires, serait accepter que de très nombreux emplois dans ce secteur soient menacés au cours de l'été. Par conséquent, il lui demande de faire connaître les mesures d'urgence que le Gouvernement compte prendre pour préserver et assurer la poursuite de l'essor du secteur éolien, en particulier la publication d'un nouvel arrêté tarifaire, ainsi que les délais envisagés par le Gouvernement pour prendre un tel arrêté, et confirmer que le niveau de tarif actuel sera préservé.	05.07.2012
M. Michel Sergent attire l'attention de M. le ministre d'État, ministre de l'écologie, de l'énergie, du développement durable et de la mer, en charge des technologies vertes et des négociations sur le climat sur la question du financement des wateringues. Le territoire du Pas-de-Calais, du Cap blanc-nez à la Belgique en descendant vers Saint-Omer est situé sous le niveau de mer : c'est une région de wateringues de 100 000 ha qui n'existe que parce que les deux départements du Nord et du Pas-de-Calais financent, au travers de l'Institution interdépartementale des wateringues, le système de pompage qui permet de rejeter l'eau à la mer. Ce financement de plus de 500 000 euros par an et par département permet à l'Institution de mener des études mais aussi de réaliser et gérer les ouvrages généraux d'évacuation des crues à la mer. L'État contribue à cette dynamique collective en intervenant surtout sur les investissements. Enfin, les sections de wateringues ont, au plus près du terrain, réalisé un travail indispensable. Les wateringues, ce territoire conquis sur la mer, doivent ainsi leur existence à un seul facteur : la maîtrise de l'eau. L'ensemble du dispositif constitué et perfectionné au fil des siècles est entièrement voué à cet objectif : évacuer les eaux à la mer, faire le barrage aux entrées d'eau marine à marée haute, retenir l'eau douce en période sèche. Voici les principes qui régulent la vie et la survie des wateringues et de ses habitants. En participant au financement de l'Institution interdépartementale des wateringues, le département du Pas-de-Calais participe donc bien à une compétence qui n'est pas la sienne, mais celle de l'État, à savoir la sécurité des biens et des personnes. Or, voici maintenant près de 10 ans que les élus du département du Pas-de-Calais alertent les représentants de l'État et tirent la sonnette d'alarme : le système des wateringues est en bout de course. La succession des crues et des inondations en témoigne. La pluviométrie annuelle a en effet augmenté sur ce territoire des wateringues d'environ 30% sur les dix dernières années. Sur le territoire des wateringues, ce sont près de 450 000 personnes qui sont exposées à un risque majeur d'inondation. Il convient en outre de ne pas oublier la centrale nucléaire de Gravelines, sise au cœur de ce territoire des wateringues et qui requiert une attention et une protection toute particulières pour des raisons fort évidentes. Ainsi, il lui demande quelles mesures compte prendre le Gouvernement, tant pour le financement que pour la pérennisation de ce système indispensable, puisque sa responsabilité serait engagée en cas de risque majeur d'inondation.	25.03.2010
M. Hervé Maurey attire l'attention de Mme la ministre de l'écologie, du développement durable et de l'énergie sur les difficultés rencontrées dans les territoires du fait de l'implantation d'éoliennes. Avec le Grenelle de l'environnement, la France s'est engagée dans une politique ambitieuse en matière de développement des énergies renouvelables qui doit conduire à une augmentation de 20 millions de tonnes équivalent pétrole de la production d'énergies renouvelables d'ici à 2020, basée notamment sur une multiplication par dix du parc éolien. Sans remettre en cause cet objectif, force est de constater que les conditions d'implantation des parcs éoliens soulèvent des difficultés en termes de concertation, d'incitation et de réglementation. De concertation d'abord, dans la mesure où il n'est pas rare que la mise en place des zones de développement éolien (ZDE) conduise à l'attribution de permis de construire pour des éoliennes contre l'avis unanime des communes concernées. Il ne semble pas acceptable que des décisions, quelles qu'elles soient, dès lors qu'elles impactent fortement un territoire communal, soient prises contre la volonté des élus responsables du devenir de leur collectivité. De même, les habitants des zones concernées, qui subissent les nuisances sonores, visuelles et financières (du fait de la perte de valeur de leur patrimoine immobilier), se sentent particulièrement lésés. Dans le même temps, les communes ne perçoivent que 20 % de l'imposition forfaitaire sur les entreprises de réseaux (IFER), résultant de la suppression de la taxe professionnelle, alors que les établissements publics de coopération intercommunale (EPCI) en perçoivent 50 % et les départements 30 %. Cette répartition ne paraît ni équitable, ni incitative dans la mesure où la commune d'implantation supporte les inconvénients et les nuisances de telles structures et ne perçoit qu'une faible part de l'IFER. De réglementation enfin, du fait notamment de l'absence de contraintes pour l'implantation des éoliennes de moins de 12 mètres. Par ailleurs, la distance minimum d'implantation des éoliennes par rapport aux habitations, qui est aujourd'hui de 500 mètres, devrait pouvoir être adaptée en fonction de la taille de l'éolienne et de la topologie du lieu d'implantation comme elle peut l'être à titre d'exemple, dans de nombreux Länder allemands, c'est-à-dire de l'ordre de 1 500 mètres. Aussi, il lui demande de bien vouloir indiquer quelles mesures le Gouvernement entend mettre en œuvre pour atteindre les objectifs fixés dans la concertation avec les élus et les populations concernées et le respect de l'environnement et de la santé.	05.07.2012
M. le président.La parole est à M. Bernard Saugey.(Applaudissements sur les travées de l'UMP.) M. Bernard Saugey.Monsieur le président, mesdames, messieurs les ministres, mes chers collègues, ma question s'adresse à M. le ministre d'État, ministre de l'écologie, de l'énergie, du développement durable et de la mer, en charge des technologies vertes et des négociations sur le climat. Depuis la rentrée, le Gouvernement, dans sa volonté de réformer les retraites, fait face, avec courage et détermination, aux grèves et aux blocages. Menant le débat dans un esprit de dialogue et d'ouverture (Exclamations sur les travées du groupe socialiste et du groupe CRC-SPG.), … M. Didier Boulaud.Il dit ça sans rire ! M. Bernard Saugey.… comme nous le faisons nous-mêmes au Sénat, il ne renonce pas, pour autant, face à la pression de la rue. Un sénateur du groupe CRC-SPG. Provocation ! M. Bernard Saugey.Cette réforme – faut-il le rappeler ? – a été élaborée avec l'objectif de permettre à la France de sauver le régime de retraite par répartition… M. Guy Fischer.C'est faux ! M. Jean-Jacques Mirassou.C'est pas gagné ! M. Bernard Saugey.… et, partant, les intérêts de la jeunesse.(Exclamations sur les travées du groupe CRC-SPG et du groupe socialiste.) Plusieurs sénateurs du groupe CRC. À coups de matraque ! M. Bernard Saugey.Alors, nous sommes tout de même surpris par l'instrumentalisation de la jeunesse !(Très bien ! et applaudissements sur certaines travées de l'UMP.) Ces mouvements sociaux sont attisés par des minorités qui détiennent un pouvoir de blocage, contraire à l'intérêt supérieur de la nation. Leur radicalisation trouble l'ordre public de même qu'elle inquiète les Français.(Exclamations sur les travées du groupe socialiste et du groupe CRC-SPG.) Mme Nicole Borvo Cohen-Seat.Provocateur ! M. Bernard Saugey.Sont surtout concernés les transports ferroviaires, routiers, le trafic aérien et le secteur du pétrole. Je tiens d'ailleurs à saluer les efforts faits ces derniers jours par la direction de la SNCF et une immense majorité de cheminots pour faire fonctionner le service minimum voyageurs.(Très bien ! et applaudissements sur les travées de l'UMP.) Il en va tout autrement pour le fret ferroviaire,… M. René-Pierre Signé.Ça vous arrange ! M. Bernard Saugey.… car plus de cinq cents trains sont bloqués par les grévistes. Ne pourrait-on pas également envisager l'application au fret d'une forme de service minimum garanti ? Dans une opposition disproportionnée à la réforme des retraites, les grévistes risquent de mettre en péril la politique de redressement engagée par le Gouvernement pour sortir la France de la crise de 2008 (Exclamations sur les travées du groupe socialiste et du groupe CRC-SPG, ainsi que sur certaines travées du RDSE.)… M. Guy Fischer.Parlons-en ! Vous la faites payer aux seuls salariés ! M. Bernard Saugey.… et la place de notre pays dans un contexte mondialisé. (Bravo ! et applaudissements sur les travées de l'UMP.) Des mouvements sociaux trop radicaux contribuent, une nouvelle fois, à donner de la France l'image d'un pays livré aux corporatismes. M. René-Pierre Signé.Pensez à 2012 ! M. Bernard Saugey.Les investisseurs étrangers, nous le savons, ne sont jamais indifférents au climat social des pays dans lesquels ils entendent s'installer. Mme Nicole Borvo Cohen-Seat.Allez-y ! Courbez l'échine ! M. Bernard Saugey.Aussi, pouvez-vous nous indiquer, monsieur le ministre d'État, ce que le Gouvernement entend faire pour débloquer les secteurs de notre économie les plus touchés ?(Très bien ! et applaudissements sur les travées de l'UMP, ainsi que sur certaines travées de l'Union centriste. – Protestations sur les travées du groupe socialiste et du groupe CRC-SPG.) M. René-Pierre Signé.Question téléphonée ! M. Guy Fischer.Retirez le projet de loi !	22.10.2010
M. Roland Courteau expose à Mme la ministre de l'écologie, du développement durable, des transports et du logement que si les lampes fluocompactes consomment 4 à 5 fois moins d'énergie pour des performances équivalentes en termes d'éclairage, et avec une durée de vie de six à dix fois supérieure aux lampes à incandescence classique, il n'en demeure pas moins que leur éventuelle nocivité fait débat. Ainsi la Commission de la sécurité des consommateurs (CSC) a procédé à des recherches sur les niveaux autorisés, en matière tant d'émission d'ondes électromagnétiques que de mercure dans l'air. Il est ainsi demandé aux pouvoirs publics de déterminer les valeurs maximales d'exposition aux vapeurs de mercure tolérables dans l'air ambiant. Il est également souhaité que la directive européenne relative à la limitation de l'utilisation de certaines substances dangereuses dans les équipements électriques et électroniques, du 27 janvier 2003, soit révisée pour abaisser le niveau maximal de teneur en mercure de 5 à 2 mg par lampe. Par ailleurs, il est conseillé aux professionnels d'utiliser des techniques permettant de fabriquer des lampes contenant le moins possible de mercure et présentant des rayonnements électromagnétiques de faible intensité, tandis qu'il est suggéré aux consommateurs de privilégier l'achat de lampes affichant les quantités de mercure les plus faibles possible. De même, les distributeurs sont incités à développer leur participation à la collecte et au recyclage des tubes fluorescents et des lampes fluorocompactes usagés ou brisés. Enfin, en cas de bris, les occupants du logement sont invités à assurer une ventilation prolongée de la pièce et à la quitter. Il est de surcroît conseillé aux personnes de se maintenir, en cas d'exposition prolongée, à une distance minimale de 30 cm d'une lampe fluorocompacte. Il lui demande quelles mesures précises elle entend prendre, à la suite de ces recommandations, à destination des fabricants et des distributeurs, d'une part, et quelles initiatives elle entend engager afin d'apporter aux consommateurs toutes informations et tous conseils permettant d'assurer leur protection.	21.04.2011
M. Roland Courteau expose à M. le ministre d'État, ministre de l'écologie, de l'énergie, du développement durable et de la mer, en charge des technologies vertes et des négociations sur le climat que plusieurs mesures ont été annoncées en faveur du développement de la voiture électrique. Il lui indique que, si l'on admet que les voitures à moteur thermique émettent autour de 120 à 140 g de CO2 par km, soit 2 tonnes de CO2 par an, et que l'électricité aujourd'hui est produite avec une émission de 75 kg de CO2 par MWh, on peut estimer les émissions dues au fonctionnement d'un véhicule électrique à 200 kg de CO2 par an. Dans ces conditions, on peut évaluer la réduction des émissions de CO2 à 90 %, ce qui paraît particulièrement positif. Cependant, il lui demande de bien vouloir lui préciser à combien il évalue le surcroît de production électrique nécessaire à leur alimentation dans le cas où le parc de véhicules électriques serait de l'ordre de 2 à 4 millions en 2020. De plus, il lui demande de lui indiquer quelles sont les mesures qu'il entend mettre en œuvre afin de favoriser le développement de la voiture électrique, quelles sont les dispositions permettant d'aider à l'achat de tels véhicules par les particuliers, et de quelle manière et par quels moyens il envisage de favoriser la mise en place de bornes de recharge (en liaison avec ERDF) sur l'ensemble du réseau routier. Enfin, il l'interroge sur les initiatives qu'il compte prendre afin d'encourager les industriels à installer dans notre pays des usines de fabrication de batteries et de montage de véhicules électriques.	05.11.2009
