filtered_text;sentiment;date
Frische und verunreinigte Brennelemente aus Atomkraftwerken Laut Angaben von Vattenfall sollen bis Ende des Jahres 2018 insgesamt zwölf unbenutzte Uran-Brennelemente aus dem Atomkraftwerk (AKW) Krümmel in die USA transportiert werden, weil diese mit Kobalt-60 kontaminiert sind. Ist es nach Kenntnis der Bundesregierung auch in anderen bundesdeutschen Atomkraftwerken zu derartigen Belastungen an Brennelementen gekom- men? Wenn ja, in welchen Atomkraftwerken, und wie viele Brennelemente je An- lage sind davon betroffen?;neutral;16.01.2018
Alle Erfahrungen aus der Einführung der Atomkraft zei- gen jedoch: Die Forschung, welche zumeist von den Unternehmen selbst betrieben wird, ist ein Einfallstor für die spätere Anwendung der Technik.;neutral;18.01.2018
456 B Mündliche Frage 53 Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Durchführung einer weiteren Umweltver- träglichkeitsprüfung für den Atomkraft- werksneubau Flamanville 3 Antwort Florian Pronold, Parl . Wir können hier nicht den Ausstieg aus der Atomenergie beschließen, und an den Grenzen Deutschlands werden die Atomkraftwerke gebaut . gegebenenfalls das Er- gebnis der Prüfung der Bundesregierung, ob aus ihrer Sicht beim französischen Atomkraftwerksneubau Flamanville 3 auf- grund der regelwerkswidrigen Materialmängel im Deckel und in der Bodenkalotte des Reaktordruckbehälters eine neue Um- weltverträglichkeitsprüfung durchgeführt werden muss (ver- gleiche Antwort der Bundesregierung auf meine schriftliche Frage 78 auf Bundestagsdrucksache 18/13533), und welchen Austausch gab es im zweiten Halbjahr 2017 bis dato zwischen dem Bundesministerium für Umwelt, Naturschutz, Bau und Reaktorsicherheit und der französischen Atomaufsichtsbehör- de ASN zu diesen Materialmängeln, ihrer Bewertung und den betreffenden Konsequenzen?;neutral;13.12.2017
Abgeordneter Hubertus Zdebel (DIE LINKE.) Ist es nach Kenntnis der Bundesregierung zutref- fend, dass der noch im Bau befindliche neue Atomreaktor EPR im finnischen Olkiluoto seit Oktober 2017 mit frischen Brennelementen aus der Uranfabrik in Lingen mit bis zu 30 Atom- transporten über den Hamburger Hafen beliefert wird, und welche Konsequenzen will die Bundes- regierung daraus ziehen, dass trotz des Atomaus- stiegs in Deutschland mit derartigen Uranliefe- rungen hiesige Atomanlagen weiterhin den Be- trieb von Atomkraftwerken in aller Welt sicher- stellen (Quelle: Tabelle auf der Homepage des BfE www.bfe.bund.de/SharedDocs/Downloads/ BfE/DE/fachinfo/ne/transportgenehmigungen.html, abgerufen am 9.;neutral;22.01.2018
– Drucksache 19/479 – Frische und verunreinigte Brennelemente aus Atomkraftwerken V o r b e me r k u n g d e r F r a g e st e l l e r Laut Angaben von Vattenfall sollen bis Ende des Jahres 2018 insgesamt zwölf unbenutzte Uran-Brennelemente aus dem Atomkraftwerk (AKW) Krümmel in die USA transportiert werden, weil diese mit Kobalt-60 kontaminiert sind. Ist es nach Kenntnis der Bundesregierung auch in anderen bundesdeutschen Atomkraftwerken zu derartigen Belastungen an Brennelementen gekom- men? Wenn ja, in welchen Atomkraftwerken, und wie viele Brennelemente je An- lage sind davon betroffen?;neutral;31.01.2018
– Drucksache 19/457 – Atomkraftwerke und Strommengenübertragungen V o r b e me r k u n g d e r F r a g e st e l l e r Im Atomgesetz ist die schrittweise Abschaltung der noch in Betrieb befindli- chen Atomkraftwerke (AKW) mit festen Terminen geregelt. Zusätzlich ist den jeweiligen Atomkraftwerken eine Reststrommenge zugeordnet. Ohne Strommengenübertragungen von anderen, bereits abgeschalteten Atomkraftwerken müssten mindestens einige der noch am Netz befindlichen AKW vor Erreichen der festgelegten Abschalttermine runtergefahren werden (www.bfe.bund.de/DE/kt/kta-deutschland/kkw/laufzeiten/ laufzeiten_node.html). Immer mehr führt Strom aus Atomkraftwerken und konventionellen Kraftwer- ken dazu, dass erneuerbare Energien aus Wind und Sonne abgeregelt und der Zubau gedeckelt wird. aufgefordert, „eine Übertragung von Reststrommengen auf Atomkraftwerke in dem neuen Netzausbaugebiet zu verhindern“. Anlass dafür war und ist, dass die Stromerzeugung von Atomkraftwerken im Netzausbaugebiet teilweise zur Verschärfung von Netzengpässen beiträgt (www.erneuerbareenergien.de/wer-darf-im-netzausbaugebiet-einspeisen/150/ 434/105064/). Ziel sollte aus Sicht der Fragesteller sein, in Zeiten hoher Einspei- sung aus Erneuerbare-Energien-Anlagen die Einspeisung von Atomkraftwerken Drucksache 19/680 – 2 – Deutscher Bundestag – 19. Nach Kenntnis der Fragesteller haben RWE AG und Vattenfall Europe Sales GmbH keine Möglichkeit, die noch bestehenden Reststrommengen von insge- samt 81 bis 88 TWh in eigenen Atomkraftwerken zu verbrauchen. Laut den Antworten sah die Bundesregierung bis zu diesem Zeitpunkt offenbar keinen Grund zu einer Neuregelung hinsichtlich der Netzzubaugebiete und einem Verbot der Strommengenübertragung auf Atomkraftwerke und konventionelle Kraftwerke zu kommen. Wann werden welche Atomkraftwerke ohne zusätzliche Strommengenüber- tragung nach derzeitigem Kenntnisstand der Bundesregierung bei unterstell- tem Normalbetrieb ihre Reststrommengen verbraucht haben (bitte einzeln auflisten)? Bestätigt die Bundesregierung nach ihrer Kenntnis, dass einzelne Atomkraft- werke ihre Reststrommengen bereits vor dem gesetzlich festgelegten Ab- schalttermin erreicht haben könnten? Falls ja, für welche Atomkraftwerke könnte dies gelten (bitte Namen auflis- ten)? In welcher Höhe (TWh) könnten nach Kenntnis der Bundesregierung jeweils Strommengenübertragungen von abgeschalteten Atomkraftwerken auf noch in Betrieb befindliche AKW erfolgen? Welche Kenntnis hat die Bundesregierung oder haben ihr nachgeordnete Be- hörden über von den AKW-Betreibern angestrebte Strommengenübertra- gungen von alten Atomkraftwerken auf derzeit noch in Betrieb befindliche AKW (bitte jeweils angeben, von welchem AKW welche Strommenge an jeweils welche noch in Betrieb befindliche AKW)? Es ist nicht möglich, eine zuverlässige Einschätzung abzugeben, wann die Elekt- rizitätsmengen der noch im Leistungsbetrieb befindlichen Atomkraftwerke voll- ständig erzeugt sein könnten. Die tatsächliche Erzeugung von Elektrizitätsmen- gen liegt unter Berücksichtigung der gemäß dem Atomgesetz geltenden Enddaten für den Leistungsbetrieb in der alleinigen Dispositionsbefugnis der Atomkraft- werksbetreiber. Die Leistung eines Atomkraftwerks – und damit der Umfang der erzeugten Elektrizitätsmengen – werden durch verschiedene Faktoren beeinflusst und schwanken entsprechend. Ebenso ist es nicht möglich, eine zuverlässige Einschätzung abzugeben, in wel- chem Umfang Elektrizitätsmengen von Atomkraftwerken, die ihre Berechtigung zum Leistungsbetrieb verloren haben, auf noch im Leistungsbetrieb befindliche Atomkraftwerke bis zum Erreichen der gemäß dem Atomgesetz geltenden End- daten für den Leistungsbetrieb übertragen werden. Entsprechende Übertragungen von Elektrizitätsmengen liegen – wie auch die Erzeugung von Elektrizitätsmen- gen – in der alleinigen Dispositionsbefugnis der Atomkraftwerksbetreiber. An- fang Januar des Jahres 2018 wurden Elektrizitätsmengen im Umfang von 30 Ter- rawattstunden (TWh) aus dem Kontingent des Atomkraftwerks Mülheim-Kärlich und im Umfang von 1 TWh aus dem Kontingent des Atomkraftwerks Unterweser auf das Atomkraftwerk Gundremmingen C übertragen. Welche Atomkraftwerke liegen derzeit in Netzausbaugebieten? Derzeit liegen die Atomkraftwerke Brokdorf und Emsland in Netzausbaugebie- ten. Plant die Bundesregierung die Definition weiterer Netzausbaugebiete, könn- ten gegebenenfalls künftig in möglicherweise neu definierten Netzausbauge- bieten Atomkraftwerke liegen? Hat sich die Bundesregierung mit den genannten Forderungen der Umwelt- ministerkonferenzen im Dezember 2016 und im Mai 2017 befasst, wonach Strommengenübertragungen an Atomkraftwerke, die in Netzausbaugebieten liegen, künftig nicht mehr zulässig sein sollen? Prüft die Bundesregierung als Folge aus dem Urteil des Bundesverfassungs- gerichts von Dezember 2016 zur Rechtmäßigkeit des Atomausstiegs eine Entschädigung der Betreiber für die frühere Abschaltung von Atomkraftwer- ken, deren Reststrommengen bereits vor den im Atomgesetz genannten Ab- schaltfristen verbraucht sind? Schließt die Bundesregierung nach derzeitigem Stand aus, dass es zu einer Regelung kommen könnte, nach der einzelne Atomkraftwerke eine längere Laufzeit erhalten, als derzeit im Atomgesetz geregelt? Eine Verlängerung der Laufzeiten einzelner Atomkraft- werke über die derzeit im Atomgesetz geregelten Enddaten zur gestaffelten Be- endigung der Nutzung der Kernenergie bis über das Jahr 2022 hinaus ist nicht Gegenstand der Prüfung. Hat die Bundesregierung Kenntnisse, ob es zwischen den AKW-betreiben- den Konzernen Gespräche gab oder gibt, in denen sich diese auf die Moda- litäten und Preise für eine Strommengenübertragung über Konzerngrenzen hinweg von abgeschalteten Atomkraftwerken auf für den Weiterbetrieb vor- gesehene AKW zu verständigen versuchen? Übertragungen von Elektrizitätsmengen sowie die hierfür gegebenenfalls zwi- schen den Konzernen vereinbarten Modalitäten liegen in der alleinigen Disposi- tionsbefugnis der Atomkraftwerksbetreiber.;neutral;06.02.2018
77 Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz, Bau und Reaktor- sicherheit Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Meldepflichtige nukleare Ereignisse im bel- gischen Atomkraftwerk Tihange in den letz- ten zehn Jahren .............................................. 78 Erkenntnisse zum Zusätzlichen Nachwär- meabfuhr- und Einspeisesystem in den Atomkraftwerken Gundremmingen B und C 81 Mieruch, Mario (fraktionslos) Kooperation der Bundesregierung mit der Deutschen Umwelthilfe e. Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche meldepflichtigen Ereignisse der Stufe 0 der internationalen Skala für nukleare Ereignisse (INES) gab es nach Kenntnis der Bundesregie- rung in den letzten zehn Jahren im belgischen Atomkraftwerk Tihange, und inwiefern wird die Bundesregierung über derartige Ereignisse auch durch das Incident Reporting System (IRS) infor- miert? Februar 2018 Ereignisse in Atomkraftwerken sind nach den nationalen Meldeverfah- ren vom Betreiber der zuständigen atomrechtlichen Aufsichtsbehörde zu melden. Daher sind der Bundesregie- rung folgende Ereignisse für die Atomkraftwerke am Standort Tihange bekannt: 2008 T1: Excessive vibrations on the motor of a pump of the containment spray circuit owing to temperature evo- lution during an ASME test T1, T2, T3:Recurrent unavailabilityʼs of turbine-driven AFW pump (mehrere Ereignisse, davon letztes im Jahr 2008) 2009 T1, T2, T3: Deficiencies in the qualification of a manufacturer, in quality assurance and controls during man- ufacturing of a safety related valve T2: Significant effective dose (whole body) during handling operation of lower core support structure 2010 T1, T2, T3: Loss of 150KV at Tihange due to a storm T2: Small leakage on a charging valve 2011 T2: Floating roof flooding of the condensate storage tank 2012 T2: Detection of quasi-laminar hydrogen flaking indications in the reactor pressure vessel forgings T1: Inadvertent safety injection from the accumulators during cold shutdown T2: Alluvial aquifer does not meet design basis assumptions of emergency service water system T1: Turbine failure (500 Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Kann das Bundesministerium für Umwelt, Natur- schutz, Bau und Reaktorsicherheit (BMUB) be- stätigen, dass in den Atomkraftwerken Gundrem- mingen B und C jeweils das Zusätzliche Nach- wärmeabfuhr- und Einspeisesystem (ZUNA) keinen eigenen Einspeisestutzen am Reaktor- druckbehälter besitzt, sondern innerhalb des Si- cherheitseinschlusses zwischen Reaktordruckbe- hälter und den beiden Durchdringungsarmaturen in die Saugleitung der modifizierten Abfahrkühl- leitung des Not- und Nachkühlstranges TH2 ein- speist (vgl. Februar 2018 Nach aktueller Bestätigung durch das Bayerische Staatsministerium für Umwelt und Verbraucherschutz speist das Zusätzliche Nachwärmeab- fuhr- und Einspeisesystem (ZUNA) des Atomkraftwerks Gundremmin- gen im Anforderungsfall über einen eigenen Stutzen in den Reaktor- druckbehälter ein.;neutral;09.02.2018
"Abgeordneter Hubertus Zdebel (DIE LINKE.) Aufgrund welcher rechtlicher Abwägungen hat das Bundesministerium für Umwelt, Natur- schutz, Bau und Reaktorsicherheit als Fachauf- sicht der Ausfuhrgenehmigung durch das Bun- desamt für Wirtschaft und Ausfuhrkontrolle (BAFA) für den Export von 13 hoch radioakti- ven defekten Brennstäben aus dem Atomkraft- werk (AKW) Brunsbüttel nach Schweden zu Forschungszwecken und zum dauerhaften Ver- bleib dieser Atomabfälle in Schweden zuge- stimmt (www.taz.de/Atombrennstaebe-sollen-nach- Schweden/!5479170/), obwohl nach § 1 Absatz 2 des Standortauswahlgesetzes und dem dort ent- haltenen grundsätzlichen Exportverbot (Gebot der Inlandsentsorgung) solche nicht zulässig sind, und kann die Bundesregierung ausschließen, dass weitere defekte Brennstäbe aus anderen AKWs in Deutschland künftig ebenfalls exportiert werden? Ein Export von Sonderbrennstäben aus anderen Atomkraftwerken würde rechtlich voraussetzen, dass sie für wissenschaftliche Untersuchungen benötigt werden; anderenfalls schreibt das Atomgesetz die Zwischen- und Endlagerung in Deutschland vor.";neutral;16.02.2018
Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Inwiefern hat sich die Bundesregierung im Rah- men der Deutsch-Belgischen Nuklearkommis- sion mit der belgischen Seite über die Precursor- Ereignisse in belgischen Atomkraftwerken ausge- tauscht, und hat die Bundesregierung die für eine vertiefte Analyse der Precursor-Ereignisse benö- tigten Informationen und technischen Daten vom Betreiber/der zuständigen atomrechtlichen Auf- sichtsbehörde erbeten (bitte mit Begründung)?;neutral;23.02.2018
60 Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Erkenntnisse zum zusätzlichen Nachwär- meabfuhr- und Einspeisesystem in den Atomkraftwerken Gundremmingen B und C ............................................................ Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Teilt das Bundesministerium für Umwelt, Natur- schutz, Bau und Reaktorsicherheit meine Auffas- sung, dass sich bezüglich des Zusätzlichen Nach- wärmeabfuhr- und Einspeisesystems (ZUNA) in den Atomkraftwerken Gundremmingen B und C die beiden Aussagen, dass a) das ZUNA keinen eigenen Einspeisestutzen am Reaktordruckbehäl- ter besitze, sondern innerhalb des Sicherheitsein- schlusses zwischen Reaktordruckbehälter und den beiden Durchdringungsarmaturen in die Sauglei- tung der modifizierten Abfahrkühlleitung des Not- und Nachkühlstranges TH2 einspeise und b) das ZUNA über einen eigenen Stutzen in den Reaktordruckbehälter und nicht in einen Einspei- sestrang der drei redundanten Not- und Nachkühl- systeme einspeise, widersprechen (vgl. Wie bereits in der Antwort auf Ihre Schriftliche Frage 120 auf Bundestagsdrucksache 19/695 dargelegt, speist das Zusätzliche Nachwärmeabfuhr- und Einspeisesystem (ZUNA) des Atomkraftwerks Gundremmingen im Anforderungsfall über einen eigenen Stutzen in den Reaktordruckbehälter ein.;negative;23.02.2018
Dezember 2022 wird das letzte gewerbliche Atomkraftwerk (AKW) in Deutschland abgeschaltet. Nach derzeitiger Rechtslage können atomare Anla- gen, die Produkte für den Betrieb von Atomkraftwerken herstellen, auch nach dem Ende des AKW-Betriebs weiterlaufen. Nicht zuletzt dienen Produkte aus solchen An- lagen dem Betrieb von grenznahen ausländischen Atomkraftwerken, deren Be- triebsrisiken auch Menschen in Deutschland und die Umwelt betreffen. Der Betrieb solcher Anlagen über die Betriebsdauer von Atomkraftwerken hinaus widerspricht dem Ziel Deutschlands, die Nutzung der Kernenergie zur gewerbli- chen Erzeugung von Strom zu beenden (§ 1 Nummer 1 des Atomgesetzes). Daher wird der Be- trieb von Anlagen zur Urananreicherung und zur Bearbeitung und Verarbeitung von Kernbrennstoffen zum Zwecke der Herstellung von Brennelementen oder de- ren Vorprodukten – entsprechend dem Ende des Betriebs von Atomkraftwerken – zum 31. Dezember 2022 wird das letzte gewerbliche Atomkraftwerk (AKW) in Deutschland abgeschal- tet. Nach derzeitiger Rechtslage können atomare Anlagen, die Produkte für den Betrieb von Atomkraftwerken herstellen, auch nach dem Ende des AKW- Betriebs weiterlaufen. Nicht zuletzt dienen Produkte aus solchen Anlagen dem Betrieb von grenznahen ausländi- schen Atomkraftwerken, deren Betriebsrisiken auch Menschen in Deutschland und die hiesige Umwelt betreffen. Der Betrieb solcher Anlagen über die Betriebsdauer von Atomkraftwerken hinaus widerspricht dem Ziel Deutsch- lands, die Nutzung der Kernenergie zur gewerblichen Erzeugung von Strom zu beenden (§ 1 Nummer 1 des Atomgesetzes). Zielsetzung und Wesentlicher Inhalt des Entwurfs Der Betrieb von Anlagen zur Urananreicherung und zur Herstellung von Brennelementen wird – entsprechend dem Ende des Betriebs von Atomkraftwerken – zum 31. Auch die Belieferung grenznaher Atomkraftwerke, deren Betriebsrisiken auch das deutsche Staatsgebiet betreffen, wird beendet. Die Frist ist zudem gleich mit der Betriebsdauer in Deutschland gelegener Atomkraftwerke.;negative;27.02.2018
Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Jeweils wie viele von der Bundesregierung ge- nehmigte Brennelemente-Exporte gab es in den letzten 20 Jahren von der Brennelementefabrik Advanced Nuclear Fuels GmbH (ANF) im nie- dersächsischen Lingen zu den in Nachbarstaaten zu Deutschland betriebenen Atomkraftwerken Doel, Tihange, Cattenom, Fessenheim, Beznau, Leibstadt und Gösgen (bitte jeweils die Summe der Transporte pro Kraftwerksstandort angeben)? Wahlperiode Ergänzend wird auf die Antworten der Bundesregierung auf die Kleinen Anfragen auf Bundestagsdrucksache 18/12710: „Brennelemente aus Lingen für belgische, französische und deutsche Atomkraftwerke“ vom 12.;neutral;02.03.2018
Dies kann mittels Dämm- und Energieeffizienzmaßnahmen sowie einer Kombination von lokaler erneuerbarer Wärme, (Niedrigtemperatur-) � Abbildung 3-1 Schematische Darstellung einer dekarbonisierten Strom- und Wärme versorgung Brennstoﬀe Wärme Strom Erdgas Kohle Atomkraft Biomasse Stromnachfrage Solarthermie Geothermie Gegenwart Zukunft Wärmenachfrage Verkehrsnachfrage Windkraft Biomasse Öl Photovoltaik Photovoltaik Windkraft Power-to-X SRU 2017 (Icons erstellt von Freepik von www.flaticon.com) Drucksache 19/1100 Deutscher Bundestag – 19. Angesichts der Abkehr von der Atomkraft bis zum Jahr 2022 und der vielfäl tigen Hindernisse technischer, ökologischer, ökonomischer und gesellschaftlicher Natur für die CCTS-Technologie (CCTS – Carbon Capture, Trans- port and Storage) wird regenerativ erzeugter Strom künftig die maßgebliche Primärenergiequelle des Ver- kehrssektors sein – ebenso wie für weitere Energiever- brauchssektoren (vgl.;negative;27.02.2018
101 Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Anomalien und Abweichungen an Kompo- nenten der französischen Schmiede Le Creusot Forge in französischen Atomkraft- werken .......................................................... Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Inwiefern sind Mittel des Bundes-Versorgungs- fonds und der Bundes-Versorgungsrücklage in Unternehmen investiert, die hierzulande oder in Nachbarstaaten der Bundesrepublik Deutschland Atomkraftwerke im Leistungsbetrieb betreiben (gegebenenfalls bitte insbesondere mit Angabe des jeweiligen Unternehmens und Investmentum- fangs)? In der nachfolgenden Tabelle sind die Investitionssummen in die Unter- nehmen aufgelistet, die im Euro-Stoxx-50-Index enthalten sind und de- ren Geschäftstätigkeit zum Teil den Bereich der Atomenergie sowie den Leistungsbetrieb von Atomkraftwerken umfasst (Stand: 31. Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche Detailkenntnisse hat die Bundesregie- rung zu neuen Überprüfungsergebnissen im Zu- sammenhang mit Anomalien und Abweichungen an Komponenten von französischen Atomkraft- werken, die von der französischen Schmiede Le Creusot Forge hergestellt worden sind (vgl. März 2018 Die in der Frage angegebene Literaturstelle (www.edf.fr/groupe-edf/ nos-energies/nucleaire/segregation-carbone-et-dossiers-de-fabrication- creusot-forge/dossiers-de-fabrication) ist eine Liste von Komponenten von 23 Atomkraftwerken des Betreibers EDF. Der Bundesregierung liegen gegenüber dem in Bundestagsdrucksa- che 18/13542 dargestellten Sachstand zu Untersuchungen von Anoma- lien und Abweichungen in der Materialzusammensetzung von Kompo- nenten in Atomkraftwerken keine neuen Erkenntnisse vor. das Bun- desamt für kerntechnische Entsorgungssicherheit seit April 2017 für den Export zum Einsatz in bel- gischen Atomkraftwerken genehmigt, und für welche Reaktorblöcke sind diese jeweils be- stimmt (bitte auflisten nach Antrag und Absender der jeweiligen Kernbrennstoffe sowie mit Angabe der Liefermenge und des Empfängers (Reaktor- block))?;negative;09.03.2018
Julia Verlinden, Daniela Wagner und der Fraktion BÜNDNIS 90/DIE GRÜNEN Polens Einstieg in die Atomkraft Am 12. Dezember 2017 kündigte der neue polnische Ministerpräsident Mateusz Morawiecki in seiner Grundsatzrede an, für die Zukunft der Energiegewinnung seines Landes neben den erneuerbaren Energien auch die Atomkraft nutzen zu wollen (Quelle: www.wiwo.de/politik/ausland/polen-neuer-ministerpraesident- will-an-kohle-energie-festhalten/20703696.html). Damit knüpft er an die Bestre- bungen seiner Vorgängerregierungen an, die seit Jahren ein Atomkraftwerk an einem der drei Standorte Choczewo, Lubiatowo-Kopalino und Żarnowiec, alle drei in der Nähe von Danzig, bauen wollen. Laut dem polnischen Energiemi- nister Krzysztof Tchorzewski soll noch in der ersten Hälfte dieses Jahres darüber entschieden werden, ob das Atomkraftwerk gebaut wird oder nicht (Quelle: www.reuters.com/article/us-poland-nuclear/poland-to-decide-later-this-year-on- building-nuclear-plant-idUSKBN1FI1Q8). Hat die Bundesregierung mit der polnischen Regierung Gespräche über einen verstärkten Ausbau der erneuerbaren Energien, anstelle eines Einstiegs in die Atomkraft, gesprochen? 141 heißt: „Wir wollen keine EU-Förderung für neue Atomkraftwerke.“?;neutral;09.04.2018
1377 A Mündliche Frage 75 Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Informationsaustausch über Precursor-Er- eignisse in belgischen Atomkraftwerken Antwort Rita Schwarzelühr-Sutter, Parl. Staatssekretärin Rita Schwarzelühr-Sutter auf die Frage der Abgeordneten Sylvia Kotting-Uhl (BÜNDNIS 90/DIE GRÜNEN): Inwiefern hat sich die Bundesregierung im Rahmen der Deutsch-Belgischen Nuklearkommission mit der belgischen Seite über die Precursor-Ereignisse in belgischen Atomkraft- werken ausgetauscht, und hat die Bundesregierung die für eine vertiefte Analyse der Precursor-Ereignisse benötigten Informationen und technischen Daten vom Betreiber/der zu- Deutscher Bundestag – 19. Insbesondere wurden dabei die Befunde an den Atomkraftwerken Tihange 2 und Doel 3 erörtert. Das Bundesumweltministerium erhält dabei Informationen zu Ereignissen und Precursor-Analysen in belgischen Atomkraftwerken unter anderem bei der Internationalen Atomenergie-Organisation (IAEO), der Nuclear Energy Agency (NEA), der Organisation für wirtschaftliche Zu- sammenarbeit und Entwicklung (OECD) sowie der Wes- tern European Nuclear Regulators Association (WEN- RA). Precursor-Analysen sind ein Element einer umfas- senden Sicherheitsbetrachtung von Atomkraftwerken. Schlussfolgerungen aus Ergebnissen von Precursor-Ana- lysen sind nur auf Basis von umfassenden Informationen über ein Atomkraftwerk möglich.;neutral;28.02.2018
